,revenue_30,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment,roll_up_Onboarding,roll_up_Retention,roll_up_Unmanaged,currentstatus_Active,currentstatus_Enrolled,currentstatus_In Progress,companytypegroup_Business,companytypegroup_Trade,team_CA,team_US,customersource_Affiliates,customersource_Bulk Upload,customersource_Email,customersource_External Application,customersource_Gateway,customersource_Internal Application,customersource_Internal Customer Scrape,customersource_Other,customersource_Partners,customersource_Quotes,customersource_Referral,customersource_Search - Paid,customersource_Social - Paid,accrole_None,accrole_Other,accrole_Primary,accrole_Purchaser,num_employees_1,num_employees_11to50,num_employees_2to5,num_employees_50plus,num_employees_6to10,num_employees_None,num_purchases_year_11to25,num_purchases_year_1to2,num_purchases_year_25plus,num_purchases_year_3to5,num_purchases_year_6to10,num_purchases_year_None,cost_purchases_year_100plus,cost_purchases_year_1to5,cost_purchases_year_25to100,cost_purchases_year_5to25,cost_purchases_year_None,cost_purchases_year_lessthan1,enrollmentmethod_directEIN,enrollmentmethod_directOther,enrollmentmethod_email,enrollmentmethod_liveTransfer,enrollmentmethod_other,enrollmentmethod_phone
160,699.99,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,3.0,1.0,6.0,0.0,30.0,40.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,107.0,212.0,7573.0,0.0,15284.0,0.0,3.0,4.0,86.0,0.0,206.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2121.97,530.4925,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,27.0,0.0,39.0,557.0595433396633,361.66,595.2858935752498,687.108518518519,542.959517501028,203.457948717949,399.5908695652169,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446809,0.0,0.0274261603375527,0.0,0.0,0.0,0.0,0.0,0.0126582278481013,3.0,1.0,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
170,2840.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,613.99,0.0,0.0,0.0,0.0,0.0,1.0,613.99,613.99,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,2.0,5.0,1.0,12.0,2.0,23.0,45.0,1.0,2.0,0.0,0.0,0.0,10.0,155.0,3728.0,280.0,6399.0,239.0,8083.0,6.0,73.0,10.0,60.0,4.0,150.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1048.99,524.495,0.0,2.0,0.0,1.0,0.0,8.0,2.0,16.0,3.0,18.0,0.0,25.0,1276.995,756.8675,859.6766666666672,633.175,542.959517501028,309.1904,568.27828125,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.07016670139376184,0.33333333333333304,0.25,0.0,0.0689655172413793,0.0,0.0156739811912226,0.33333333333333304,0.25,0.0,0.0689655172413793,0.0,0.0125391849529781,2.0,2.0,66,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
196,63.99,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,10.0,10.0,10.0,1.0,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,1.0,5.0,12.0,11.0,129.0,159.0,1.0,1.0,5.0,10.0,10.0,96.0,1663.0,1491.0,8455.0,52232.0,14209.0,395123.0,33.0,66.0,78.0,281.0,160.0,2676.0,1.0,1.0,0.0,3.0,1.0,25.0,0.0,0.0,1.0,2.0,2.0,19.0,1,1604.99,178.332222222222,1.0,1.0,1.0,13.0,1.0,56.0,7.0,17.0,23.0,62.0,48.0,567.0,655.002857142857,379.407647058824,428.921304347826,377.724838709677,297.785416666667,287.23483245149896,305.904599447514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.07016670139376184,0.0,0.666666666666667,0.181818181818182,0.277777777777778,0.25,0.28698224852071,0.0,0.0,0.0,0.0277777777777778,0.0,0.0325443786982249,7.0,1.0,60,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
238,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.11,0.0,0.0,1.0,101.11,101.11,47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,3.0,2.0,4.0,34.0,34.0,68.0,145.0,0.0,1.0,2.0,12.0,14.0,10.0,1206.0,1063.0,28151.0,71175.0,27449.0,33846.0,27.0,18.0,168.0,551.0,425.0,614.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4768.06,433.46,1.0,0.0,2.0,6.0,12.0,15.0,5.0,1.0,14.0,41.0,35.0,73.0,149.39600000000004,99.0,563.4457142857141,435.837804878049,578.373142857143,386.591643835616,444.188284023669,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,0.07016670139376184,0.5714285714285711,0.0833333333333333,0.037037037037037,0.138686131386861,0.0691489361702128,0.0498261877172654,0.42857142857142894,0.0833333333333333,0.037037037037037,0.124087591240876,0.0531914893617021,0.0289687137891078,7.75,4.0,84,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
245,111.98,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,6.0,0.0,8.0,30.0,0.0,16.0,60.0,6.0,0.0,2.0,15.0,0.0,11.0,21794.0,0.0,4041.0,73339.0,0.0,13039.0,264.0,0.0,76.0,840.0,0.0,313.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,4.0,1,1055.99,351.996666666667,0.0,0.0,3.0,16.0,0.0,7.0,40.0,0.0,16.0,102.0,0.0,85.0,349.389,642.5092903335704,305.765625,499.93637254902,542.959517501028,2447.46035294118,1143.60267489712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.491300901988905,0.0,0.0,0.0,0.0,0.0,0.07016670139376184,0.5,0.0,0.0,0.10294117647058802,0.0,0.0318471337579618,0.125,0.0,0.0,0.0441176470588235,0.0,0.0015923566878980901,5.66666666666667,3.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
248,468.14,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,2.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,1110.0,9425.0,0.0,0.0,3.0,0.0,42.0,124.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,310.94,51.8233333333333,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,557.0595433396633,642.5092903335704,111.613333333333,133.761621621622,542.959517501028,562.1234500199829,129.42826086956498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0,0.0,0.0,1.0,1.0,16,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
254,927.94,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,0.0,1313.0,80.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2348.7450223413953,383.4006528766059,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,380.0,642.5092903335704,595.2858935752498,553.4246656001163,542.959517501028,1691.3441176470599,1618.49166666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.491300901988905,0.0,0.0,0.0,0.0,0.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
281,133.98,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,2.0,3.0,8.0,10.0,0.0,23.0,46.0,2.0,2.0,4.0,6.0,0.0,0.0,977.0,4108.0,9781.0,5228.0,0.0,6171.0,28.0,61.0,142.0,140.0,0.0,112.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1516.97,252.828333333333,2.0,3.0,4.0,2.0,0.0,2.0,3.0,16.0,29.0,33.0,0.0,29.0,2763.6666666666692,838.198125,288.985862068966,217.365454545455,542.959517501028,412.708620689655,447.494272727273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333333333304,0.33333333333333304,0.0588235294117647,0.0,0.0690789473684211,0.0,0.33333333333333304,0.166666666666667,0.0,0.0,0.0263157894736842,6.0,2.0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
292,209.94,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,0.0,9.0,12.0,21.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,15928.0,4967.0,0.0,0.0,0.0,0.0,232.0,200.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,60.0,57.0,557.0595433396633,642.5092903335704,595.2858935752498,553.4246656001163,702.2639999999999,129.434736842105,423.193333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.07016670139376184,0.0,0.0,0.0,0.032258064516129,0.189189189189189,0.207006369426752,0.0,0.0,0.0,0.0,0.027027027027027,0.0222929936305732,3.0,1.0,55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
301,376.1,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,10.0,10.0,10.0,1.0,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,0.0,1.0,20.0,2.0,0.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20289.0,666.0,0.0,1.0,0.0,1.0,223.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,461.99,461.99,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,557.0595433396633,642.5092903335704,595.2858935752498,1097.4768292682902,887.91,562.1234500199829,1092.48714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41025641025641,0.0,0.0,0.0,0.0,0.0,0.307692307692308,0.0,0.0,7.0,1.0,16,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
305,93.06,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,419.96,514.97,0.0,0.0,2.0,934.93,467.465,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,1.0,27.0,46.0,185.0,259.0,0.0,0.0,0.0,11.0,15.0,35.0,0.0,0.0,2443.0,58355.0,97888.0,260066.0,0.0,0.0,37.0,409.0,895.0,2065.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8685.0,1447.5,0.0,0.0,1.0,7.0,13.0,28.0,0.0,0.0,2.0,102.0,194.0,444.0,557.0595433396633,642.5092903335704,39.99,1118.24950980392,580.205515463918,477.50259009009005,591.25667115903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,93.0,0.0,1.0,0.0,0.2,0.681818181818182,0.75,0.666666666666667,0.0,0.0,0.0,0.136363636363636,0.0,0.33333333333333304,3.0,1.0,97,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
306,164.5713,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,196.0285,178.1028,0.0,0.0,0.0,2.0,374.1313,187.06565,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,5.0,24.0,11.0,64.0,104.0,0.0,0.0,5.0,20.0,11.0,6.0,0.0,0.0,8560.0,10290.0,19887.0,47899.0,0.0,0.0,50.0,159.0,114.0,350.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3107.99,517.998333333333,0.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,6.0,24.0,19.0,94.0,557.0595433396633,642.5092903335704,149.8,519.634583333333,1361.57105263158,565.436595744681,646.09034965035,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,54.0,0.0,0.0,0.0,0.0,0.33333333333333304,0.875,0.652173913043478,0.289473684210526,0.14367816091954,0.0,0.0,0.0,0.21739130434782605,0.0526315789473684,0.0632183908045977,5.0,1.0,21,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
